	variable	value	citibike_station_id	label
5265	19	5.37	511	E 14 St & Avenue B
5303	19	0	513	W 56 St & 10 Ave
5326	19	5.15	514	12 Ave & W 40 St
5356	19	5.92	515	W 43 St & 10 Ave
5380	19	5.81	516	E 47 St & 1 Ave
5407	19	0.11	517	Pershing Square S
5425	19	0	518	E 39 St & 2 Ave
5456	19	0	519	Pershing Square N
5475	19	0.11	520	W 52 St & 5 Ave
5491	19	5.59	521	8 Ave & W 31 St
5518	19	15.02	522	E 51 St & Lexington Ave
5560	19	1.43	523	W 38 St & 8 Ave
5569	19	0.11	524	W 43 St & 6 Ave
5592	19	0	525	W 34 St & 11 Ave
5628	19	0	526	E 33 St & 5 Ave
5655	19	0	527	E 33 St & 1 Ave
5687	19	0.11	528	2 Ave & E 30 St
5709	19	9.54	529	W 42 St & 8 Ave
5727	19	1.54	530	11 Av & 59 St
5760	19	1.54	531	Forsyth St & Broome St
5778	19	0	533	Broadway & W 39 St
5816	19	0	534	Water - Whitehall Plaza
5842	19	0.33	536	1 Ave & E 30 St
5874	19	5.91	537	Lexington Ave & E 24 St
5901	19	0.11	540	Lexington Ave & E 26 St
5915	19	34.39	545	E 23 St & 1 Ave
5946	19	0	546	E 30 St & Park Ave S
5980	19	39.54	2003	1 Ave & 18 St
6004	19	0.22	2004	Spring St & 6 Ave
6032	19	0	2006	Central Park S & 6 Ave
6053	19	0	2017	E 43 St & 2 Ave
6067	19	0	2021	W 45 St & 8 Ave
6110	19	0	2023	E 55 St & Lexington Ave
6134	19	0.11	3002	South End Av & Liberty St
6160	19	2.19	2009	Catherine St & Monroe St
6187	19	0	2010	Grand St & Greene St
6212	19	0	2022	E 59 St & Sutton Pl
6234	19	24.45	502	E Broadway & Grand St
6264	19	0	2012	E 27 St & 1 Ave
6283	19	3.72	2008	Little West St & 1 Pl
6293	19	8.54	3016	W 23 & 8 Ave
6322	19	5.55	3131	Coming soon: E 63 St & York Ave 
6362	19	0	3132	E 59 St & Madison Ave
6386	19	0.22	3134	3 Ave & E 62 St
6416	19	0	3142	1 Ave & E 62 St
6439	19	0	3223	E 55 St & 3 Ave
6473	19	5.48	3224	W 13 St & Hudson St
6500	19	0	3230	Penn Station Valet
6519	19	0	3233	E 48 St & 5 Ave
6529	19	0	3235	E 41 St & Madison Ave
6560	19	5.7	3236	PABT Valet
9	2	1.64	72	W 52 St & 11 Ave
51	2	0	79	Franklin St & W Broadway
67	2	8.31	82	St James Pl & Pearl St
91	2	1.42	116	W 17 St & 8 Ave
112	2	12.24	127	Barrow St & Hudson St
135	2	0.98	128	MacDougal St & Prince St
171	2	0	137	Henry St & Grand St
198	2	0	146	Hudson St & Reade St
220	2	3.39	147	Greenwich St & Warren St
247	2	39.89	150	E 2 St & Avenue C
276	2	0	151	Cleveland Pl & Spring St
304	2	2.62	152	Warren St & Church St
322	2	0.11	153	E 40 St & 5 Ave
349	2	0	160	E 37 St & Lexington Ave
373	2	0.66	161	LaGuardia Pl & W 3 St
403	2	0	164	E 47 St & 2 Ave
429	2	0	167	E 39 St & 3 Av
444	2	0	168	W 18 St & 6 Av
470	2	0	173	Broadway & W 49 St
502	2	23.72	174	E 25 St & 1 Ave
545	2	0	195	Liberty St & Broadway
556	2	0	212	W 16 St & The High Line
578	2	51.04	223	W 13 St & 7 Ave
614	2	0	224	Spruce St & Nassau St
628	2	0.33	225	W 14 St & The High Line
668	2	0	228	E 48 St & 3 Ave
691	2	0	229	Great Jones St
722	2	15.96	236	St Marks Pl & 2 Ave
744	2	13.55	237	E 11 Street & 2 Avenue
757	2	13.11	238	Bank St & Washington St
795	2	24.15	247	Perry St & Bleecker St
818	2	0	248	Laight St & Hudson St
841	2	0	249	Harrison St & Hudson St
878	2	0	250	Lafayette St & Jersey St
901	2	6.23	251	Mott St & Prince St
919	2	0.66	252	MacDougal St & Washington Sq
958	2	0	253	W 13 St & 5 Ave
973	2	0	254	W 11 St & 6 Ave
1000	2	0.66	257	Lispenard St & Broadway
1016	2	0	259	South St & Whitehall St
1047	2	0	260	Broad St & Bridge St
1087	2	2.95	263	Elizabeth St & Hester St
1103	2	2.62	264	Maiden Ln & Pearl St
1131	2	6.99	265	Stanton St & Chrystie St
1162	2	50.38	266	Avenue D & E 8 St
1185	2	8.52	268	Howard St & Centre St
1203	2	3.93	276	Duane St & Greenwich St
1234	2	1.86	280	E 10 St & 5 Ave
1249	2	0	281	Grand Army Plaza & Central Park S
1284	2	2.73	284	Greenwich Ave & 8 Ave
1312	2	0	285	Broadway & E 14 St
1328	2	44.15	291	Madison St & Montgomery St
1359	2	25.96	293	Lafayette St & E 8 St
1381	2	20.87	295	Pike St & E Broadway
1419	2	2.84	296	Division St & Bowery
1437	2	1.31	297	E 15 St & 3 Ave
1458	2	3.65	300	Cooper Square & E 7 St
1486	2	32.13	301	E 2 St & Avenue B
1509	2	54.1	302	Avenue D & E 3 St
1535	2	0.66	303	Mercer St & Spring St
1578	2	0	304	Broadway & Battery Pl
1597	2	0	305	E 58 St and 3 Ave
1620	2	1.97	306	Cliff St & Fulton St
1643	2	13.66	307	Canal St & Rutgers St
1672	2	8.42	308	St James Pl & Oliver St
1698	2	1.53	309	Murray St & West St
1721	2	12.13	311	Norfolk St & Broome St
1748	2	24.15	312	Allen St & E Houston St
1779	2	0	315	South St & Gouverneur Ln
1796	2	0	316	Fulton St & William St
1823	2	51.48	317	E 6 St & Avenue B
1854	2	1.31	319	Park Pl & Church St
1896	2	0	320	Church St & Leonard St
1922	2	5.03	325	E 19 St & 3 Ave
1941	2	23.39	326	E 11 St & 1 Ave
1959	2	2.62	327	Vesey Pl & River Terrace
1986	2	14.75	328	Watts St & Greenwich St
2013	2	0.76	329	Greenwich St & N Moore St
2049	2	0.33	330	Reade St & Broadway
2062	2	22.08	331	Pike St & Monroe St
2087	2	40.11	332	Cherry St
2112	2	1.86	334	W 20 St & 7 Ave
2149	2	0	335	Washington Pl & Broadway
2180	2	1.09	336	Sullivan St & Washington Sq
2196	2	0	337	Old Slip & Front St
2231	2	28.63	339	Avenue D & E 12 St
2253	2	45.03	340	Madison St & Clinton St
2279	2	38.25	341	Stanton St & Mangin St
2313	2	41.2	342	Columbia St & Rivington St
2320	2	0	345	W 13 St & 6 Ave
2351	2	9.07	346	Bank St & Hudson St
2369	2	0.55	347	W Houston St & Hudson St
2404	2	1.31	348	W Broadway & Spring St
2436	2	37.16	349	Rivington St and Ridge St
2450	2	40.11	350	Clinton St & Grand St
2492	2	0.66	351	Front St & Maiden Ln
2519	2	20	352	W 56 St & 6 Ave
2537	2	0.77	355	Bayard St & Baxter St
2565	2	26.12	356	Bialystoker Pl & Delancey St
2597	2	0	357	E 11 St & Broadway
2614	2	17.81	358	Christopher St & Greenwich St
2632	2	0.11	359	E 47 St & Park Av
2661	2	0	360	William St & Pine St
2694	2	13.99	361	Allen St & Hester St
2713	2	0.44	362	Broadway & W 37 St
2735	2	8.85	363	West Thames St
2763	2	0	367	E 53 St and Lexington Ave
2786	2	1.86	368	Carmine St & 6 Ave
2817	2	0.22	369	Washington Pl & 6 Ave
2839	2	3.93	375	Mercer St & Bleecker St
2879	2	1.42	376	John St & William St
2906	2	0	377	6 Ave & Canal St
2933	2	0	379	W 31 St & 7 Ave
2956	2	1.75	380	W 4 St & 7 Ave S
2985	2	0.22	382	University Pl & E 14 St
3005	2	1.42	383	Greenwich Ave & 7 Ave
3023	2	3.06	385	E 55 St & 2 Ave
3050	2	0	386	Centre St & Worth St
3077	2	0	387	Centre St & Chambers St
3104	2	0.66	388	W 26 St & 10 Ave
3125	2	44.37	393	E 5 St & Avenue C
3163	2	32.02	394	E 9 St & Avenue C
3190	2	60.66	400	Pitt St & Stanton St
3220	2	29.18	401	Allen St & Rivington St
3227	2	1.39	402	Broadway & E 22 St
3258	2	0.66	405	Washington St & Gansevoort St
3278	2	27.43	408	Market St & Cherry St
3316	2	32.68	410	Suffolk St & Stanton St
3334	2	56.17	411	E 6 St & Avenue D
3361	2	1.53	412	Forsyth St & Canal St
3383	2	0	415	Pearl St & Hanover Square
3428	2	6.67	417	Barclay St & Church St
3446	2	0	422	W 59 St & 10 Ave
3460	2	0	423	W 54 St & 9 Ave
3487	2	0.33	426	West St & Chambers St
3514	2	0	427	State St
3539	2	10.71	428	E 3 St & 1 Ave
3568	2	32.79	432	E 7 St & Avenue A
3595	2	37.6	433	E 13 St & Avenue A
3618	2	0.77	434	9 Ave & W 18 St
3643	2	0	435	W 21 St & 6 Ave
3681	2	25.79	438	St Marks Pl & 1 Ave
3712	2	2.51	439	E 4 St & 2 Ave
3730	2	0	440	E 45 St & 3 Ave
3749	2	0	441	E 52 St & 2 Ave
3776	2	20.33	442	W 27 St & 7 Ave
3802	2	0.66	444	Broadway & W 24 St
3830	2	43.39	445	E 10 St & Avenue A
3861	2	9.84	446	W 24 St & 7 Ave
3884	2	0.66	447	8  Ave & W 52 St
3909	2	26.78	448	W 37 St & 10 Ave
3927	2	0	449	52 St & 9 Ave
3966	2	19.23	453	W 22 St & 8 Ave
4002	2	1.97	455	1 Ave & E 44 St
4022	2	0	456	E 53 St & Madison Ave
4050	2	0	457	Broadway & W 57 St
4081	2	0.66	458	W 22 St & 11 Ave
4104	2	0	459	W 18 St & 11 Ave
4126	2	19.78	461	E 20 St & 2 Ave
4146	2	8.31	462	W 22 St & 10 Ave
4173	2	1.97	463	9 Ave & W 16 St
4203	2	20.66	465	Broadway & W 41 St
4231	2	0	466	W 25 St & 6 Ave
4256	2	0	468	Broadway & W 55 St
4277	2	0	469	Broadway & W 53 St
4301	2	8.2	470	W 20 St & 8 Ave
4334	2	0	472	E 32 St & Park Av
4356	2	11.15	473	Rivington St & Chrystie St
4388	2	0	474	5 Ave & E 29 St
4401	2	0.66	475	E 16 St & Irving Pl
4423	2	0.44	476	E 31 St & 3 Ave
4447	2	2.95	477	W 41 St & 8 Ave
4485	2	15.85	478	11 Ave & W 41 St
4522	2	2.08	479	9 Ave & W 45 St
4537	2	13.55	480	W 53 St & 10 Ave
4564	2	13.22	482	W 15 St & 7 Ave
4592	2	4.04	483	E 12 St & 3 Ave
4623	2	0	484	W 44 St & 5 Ave
4646	2	0	485	W 37 St & 5 Ave
4668	2	0	486	Broadway & W 29 St
4695	2	37.38	487	E 20 St & FDR Drive
4710	2	7.1	488	W 39 St & 9 Ave
4748	2	0.66	489	10 Ave & W 28 St
4776	2	1.64	490	W 33 St & 8 Ave
4787	2	0	491	E 24 St & Park Ave S
4817	2	0.87	492	W 33 St & 7 Ave
4849	2	0	493	W 45 St & 6 Ave
4884	2	2.73	494	W 26 St & 8 Ave
4902	2	23.17	495	W 47 St & 10 Ave
4925	2	0.66	496	E 16 St & 5 Ave
4948	2	0	497	E 17 St & Broadway
4970	2	0	498	Broadway & W 32 St
5010	2	0	499	Broadway & W 60 St
5038	2	0	500	Broadway & W 51 St
5067	2	0	501	FDR Drive & E 35 St
5090	2	0	503	E 20 St & Park Ave
5113	2	30.82	504	1 Ave & E 15 St
5140	2	0.44	505	6 Ave & W 33 St
5163	2	3.83	507	E 25 St & 2 Ave
5194	2	17.49	508	W 46 St & 11 Ave
5212	2	13.22	509	9 Ave & W 22 St
5233	2	35.74	510	W 51 St & 6 Ave
5271	2	34.75	511	E 14 St & Avenue B
5285	2	0.22	513	W 56 St & 10 Ave
5319	2	9.73	514	12 Ave & W 40 St
5353	2	21.2	515	W 43 St & 10 Ave
5374	2	5.9	516	E 47 St & 1 Ave
5396	2	1.2	517	Pershing Square S
5433	2	0	518	E 39 St & 2 Ave
5455	2	0	519	Pershing Square N
5477	2	0	520	W 52 St & 5 Ave
5487	2	0.55	521	8 Ave & W 31 St
5533	2	14.97	522	E 51 St & Lexington Ave
5553	2	1.86	523	W 38 St & 8 Ave
5581	2	0.98	524	W 43 St & 6 Ave
5615	2	0	525	W 34 St & 11 Ave
5622	2	1.31	526	E 33 St & 5 Ave
5662	2	0	527	E 33 St & 1 Ave
5680	2	0	528	2 Ave & E 30 St
5707	2	9.07	529	W 42 St & 8 Ave
5733	2	7.54	530	11 Av & 59 St
5749	2	4.92	531	Forsyth St & Broome St
5796	2	0	533	Broadway & W 39 St
5812	2	0	534	Water - Whitehall Plaza
5841	2	0	536	1 Ave & E 30 St
5861	2	5.25	537	Lexington Ave & E 24 St
5883	2	0.22	540	Lexington Ave & E 26 St
5909	2	47.54	545	E 23 St & 1 Ave
5933	2	0	546	E 30 St & Park Ave S
5959	2	48.74	2003	1 Ave & 18 St
5987	2	0.66	2004	Spring St & 6 Ave
6008	2	0	2006	Central Park S & 6 Ave
6056	2	0	2017	E 43 St & 2 Ave
6071	2	0.22	2021	W 45 St & 8 Ave
6105	2	0	2023	E 55 St & Lexington Ave
6127	2	11.58	3002	South End Av & Liberty St
6146	2	20.55	2009	Catherine St & Monroe St
6184	2	0	2010	Grand St & Greene St
6204	2	0.66	2022	E 59 St & Sutton Pl
6239	2	45.68	502	E Broadway & Grand St
6253	2	0.33	2012	E 27 St & 1 Ave
6274	2	10.27	2008	Little West St & 1 Pl
6307	2	6.67	3016	W 23 & 8 Ave
6342	2	5.57	3131	Coming soon: E 63 St & York Ave 
6370	2	0	3132	E 59 St & Madison Ave
6392	2	0.33	3134	3 Ave & E 62 St
6405	2	0	3142	1 Ave & E 62 St
6436	2	0	3223	E 55 St & 3 Ave
6464	2	0	3224	W 13 St & Hudson St
6486	2	0	3230	Penn Station Valet
6513	2	0	3233	E 48 St & 5 Ave
6544	2	0	3235	E 41 St & Madison Ave
6571	2	22.19	3236	PABT Valet
4	20	0	72	W 52 St & 11 Ave
27	20	0.22	79	Franklin St & W Broadway
62	20	5.37	82	St James Pl & Pearl St
89	20	2.63	116	W 17 St & 8 Ave
111	20	14.02	127	Barrow St & Hudson St
139	20	3.4	128	MacDougal St & Prince St
175	20	0	137	Henry St & Grand St
197	20	2.85	146	Hudson St & Reade St
223	20	4.82	147	Greenwich St & Warren St
255	20	29.79	150	E 2 St & Avenue C
269	20	0.11	151	Cleveland Pl & Spring St
288	20	4.6	152	Warren St & Church St
337	20	0	153	E 40 St & 5 Ave
363	20	0	160	E 37 St & Lexington Ave
386	20	8.98	161	LaGuardia Pl & W 3 St
411	20	0	164	E 47 St & 2 Ave
435	20	0	167	E 39 St & 3 Av
454	20	0	168	W 18 St & 6 Av
491	20	0	173	Broadway & W 49 St
515	20	1.64	174	E 25 St & 1 Ave
539	20	0	195	Liberty St & Broadway
549	20	0.44	212	W 16 St & The High Line
593	20	52.46	223	W 13 St & 7 Ave
619	20	1.42	224	Spruce St & Nassau St
649	20	2.85	225	W 14 St & The High Line
673	20	0	228	E 48 St & 3 Ave
700	20	1.42	229	Great Jones St
725	20	32.64	236	St Marks Pl & 2 Ave
750	20	28.59	237	E 11 Street & 2 Avenue
775	20	31.54	238	Bank St & Washington St
786	20	32.75	247	Perry St & Bleecker St
827	20	1.42	248	Laight St & Hudson St
855	20	1.23	249	Harrison St & Hudson St
875	20	0	250	Lafayette St & Jersey St
909	20	3.83	251	Mott St & Prince St
933	20	11.28	252	MacDougal St & Washington Sq
959	20	0.33	253	W 13 St & 5 Ave
982	20	4.49	254	W 11 St & 6 Ave
1011	20	0.22	257	Lispenard St & Broadway
1036	20	0	259	South St & Whitehall St
1053	20	0.13	260	Broad St & Bridge St
1072	20	1.53	263	Elizabeth St & Hester St
1108	20	1.42	264	Maiden Ln & Pearl St
1144	20	13.47	265	Stanton St & Chrystie St
1167	20	39.21	266	Avenue D & E 8 St
1190	20	8.76	268	Howard St & Centre St
1213	20	3.94	276	Duane St & Greenwich St
1247	20	3.4	280	E 10 St & 5 Ave
1270	20	0	281	Grand Army Plaza & Central Park S
1299	20	7.01	284	Greenwich Ave & 8 Ave
1304	20	0.22	285	Broadway & E 14 St
1343	20	10.84	291	Madison St & Montgomery St
1378	20	26.61	293	Lafayette St & E 8 St
1394	20	1.42	295	Pike St & E Broadway
1425	20	4.82	296	Division St & Bowery
1456	20	4.71	297	E 15 St & 3 Ave
1477	20	2.63	300	Cooper Square & E 7 St
1507	20	32.2	301	E 2 St & Avenue B
1534	20	34.61	302	Avenue D & E 3 St
1553	20	1.75	303	Mercer St & Spring St
1572	20	0.55	304	Broadway & Battery Pl
1600	20	0.44	305	E 58 St and 3 Ave
1636	20	1.2	306	Cliff St & Fulton St
1663	20	12.27	307	Canal St & Rutgers St
1690	20	4.71	308	St James Pl & Oliver St
1711	20	3.83	309	Murray St & West St
1741	20	2.52	311	Norfolk St & Broome St
1760	20	40.31	312	Allen St & E Houston St
1782	20	0.55	315	South St & Gouverneur Ln
1814	20	0	316	Fulton St & William St
1833	20	39.87	317	E 6 St & Avenue B
1866	20	0	319	Park Pl & Church St
1880	20	0	320	Church St & Leonard St
1916	20	3.83	325	E 19 St & 3 Ave
1934	20	32.97	326	E 11 St & 1 Ave
1973	20	2.41	327	Vesey Pl & River Terrace
1993	20	16.54	328	Watts St & Greenwich St
2012	20	1.53	329	Greenwich St & N Moore St
2044	20	0	330	Reade St & Broadway
2075	20	1.42	331	Pike St & Monroe St
2090	20	23	332	Cherry St
2130	20	1.97	334	W 20 St & 7 Ave
2142	20	0	335	Washington Pl & Broadway
2164	20	12.27	336	Sullivan St & Washington Sq
2187	20	0.11	337	Old Slip & Front St
2211	20	14.46	339	Avenue D & E 12 St
2241	20	5.7	340	Madison St & Clinton St
2284	20	23.88	341	Stanton St & Mangin St
2311	20	17.74	342	Columbia St & Rivington St
2331	20	0.88	345	W 13 St & 6 Ave
2358	20	35.82	346	Bank St & Hudson St
2390	20	1.64	347	W Houston St & Hudson St
2418	20	1.53	348	W Broadway & Spring St
2441	20	11.94	349	Rivington St and Ridge St
2469	20	14.46	350	Clinton St & Grand St
2495	20	0.66	351	Front St & Maiden Ln
2522	20	20.26	352	W 56 St & 6 Ave
2547	20	0.33	355	Bayard St & Baxter St
2574	20	4.93	356	Bialystoker Pl & Delancey St
2600	20	0.22	357	E 11 St & Broadway
2619	20	23.66	358	Christopher St & Greenwich St
2648	20	0.11	359	E 47 St & Park Av
2678	20	0	360	William St & Pine St
2703	20	1.97	361	Allen St & Hester St
2724	20	0	362	Broadway & W 37 St
2754	20	2.08	363	West Thames St
2782	20	0	367	E 53 St and Lexington Ave
2808	20	11.72	368	Carmine St & 6 Ave
2827	20	8.32	369	Washington Pl & 6 Ave
2845	20	2.63	375	Mercer St & Bleecker St
2877	20	0.44	376	John St & William St
2895	20	0.88	377	6 Ave & Canal St
2930	20	1.42	379	W 31 St & 7 Ave
2957	20	25.41	380	W 4 St & 7 Ave S
2986	20	4.27	382	University Pl & E 14 St
3016	20	10.51	383	Greenwich Ave & 7 Ave
3041	20	1.31	385	E 55 St & 2 Ave
3066	20	0	386	Centre St & Worth St
3094	20	1.53	387	Centre St & Chambers St
3110	20	0.33	388	W 26 St & 10 Ave
3141	20	29.79	393	E 5 St & Avenue C
3157	20	23.88	394	E 9 St & Avenue C
3194	20	25.08	400	Pitt St & Stanton St
3215	20	26.18	401	Allen St & Rivington St
3248	20	0	402	Broadway & E 22 St
3274	20	3.18	405	Washington St & Gansevoort St
3292	20	17.74	408	Market St & Cherry St
3324	20	27.93	410	Suffolk St & Stanton St
3354	20	23	411	E 6 St & Avenue D
3377	20	2.52	412	Forsyth St & Canal St
3404	20	0	415	Pearl St & Hanover Square
3425	20	4.16	417	Barclay St & Church St
3440	20	0	422	W 59 St & 10 Ave
3481	20	0	423	W 54 St & 9 Ave
3499	20	1.97	426	West St & Chambers St
3522	20	0	427	State St
3549	20	26.62	428	E 3 St & 1 Ave
3576	20	13.58	432	E 7 St & Avenue A
3603	20	24.21	433	E 13 St & Avenue A
3636	20	8.11	434	9 Ave & W 18 St
3658	20	0.33	435	W 21 St & 6 Ave
3672	20	39.54	438	St Marks Pl & 1 Ave
3705	20	11.39	439	E 4 St & 2 Ave
3743	20	0	440	E 45 St & 3 Ave
3764	20	0.11	441	E 52 St & 2 Ave
3788	20	20.7	442	W 27 St & 7 Ave
3819	20	0.22	444	Broadway & W 24 St
3838	20	24.42	445	E 10 St & Avenue A
3870	20	10.3	446	W 24 St & 7 Ave
3892	20	0.11	447	8  Ave & W 52 St
3915	20	14.9	448	W 37 St & 10 Ave
3942	20	0.66	449	52 St & 9 Ave
3972	20	18.07	453	W 22 St & 8 Ave
3986	20	1.97	455	1 Ave & E 44 St
4026	20	0	456	E 53 St & Madison Ave
4046	20	0.66	457	Broadway & W 57 St
4077	20	1.1	458	W 22 St & 11 Ave
4095	20	0.55	459	W 18 St & 11 Ave
4122	20	10.95	461	E 20 St & 2 Ave
4158	20	14.79	462	W 22 St & 10 Ave
4176	20	2.19	463	9 Ave & W 16 St
4207	20	21.36	465	Broadway & W 41 St
4226	20	1.03	466	W 25 St & 6 Ave
4245	20	0	468	Broadway & W 55 St
4285	20	0	469	Broadway & W 53 St
4309	20	11.83	470	W 20 St & 8 Ave
4324	20	0	472	E 32 St & Park Av
4345	20	11.83	473	Rivington St & Chrystie St
4391	20	0	474	5 Ave & E 29 St
4405	20	0.55	475	E 16 St & Irving Pl
4433	20	1.31	476	E 31 St & 3 Ave
4461	20	1.75	477	W 41 St & 8 Ave
4480	20	8.76	478	11 Ave & W 41 St
4519	20	3.4	479	9 Ave & W 45 St
4533	20	2.63	480	W 53 St & 10 Ave
4560	20	7.78	482	W 15 St & 7 Ave
4587	20	12.05	483	E 12 St & 3 Ave
4626	20	0	484	W 44 St & 5 Ave
4654	20	0	485	W 37 St & 5 Ave
4676	20	0	486	Broadway & W 29 St
4696	20	24.21	487	E 20 St & FDR Drive
4716	20	5.37	488	W 39 St & 9 Ave
4755	20	0.66	489	10 Ave & W 28 St
4772	20	1.42	490	W 33 St & 8 Ave
4804	20	0	491	E 24 St & Park Ave S
4835	20	0.88	492	W 33 St & 7 Ave
4853	20	0	493	W 45 St & 6 Ave
4885	20	2.96	494	W 26 St & 8 Ave
4913	20	9.2	495	W 47 St & 10 Ave
4922	20	0.22	496	E 16 St & 5 Ave
4962	20	0	497	E 17 St & Broadway
4972	20	0	498	Broadway & W 32 St
4997	20	0.11	499	Broadway & W 60 St
5024	20	0	500	Broadway & W 51 St
5051	20	0.66	501	FDR Drive & E 35 St
5073	20	0.22	503	E 20 St & Park Ave
5109	20	35.05	504	1 Ave & E 15 St
5136	20	0.22	505	6 Ave & W 33 St
5171	20	0.77	507	E 25 St & 2 Ave
5196	20	1.42	508	W 46 St & 11 Ave
5223	20	21.8	509	9 Ave & W 22 St
5229	20	36.25	510	W 51 St & 6 Ave
5263	20	1.2	511	E 14 St & Avenue B
5301	20	0	513	W 56 St & 10 Ave
5310	20	6.13	514	12 Ave & W 40 St
5336	20	7.78	515	W 43 St & 10 Ave
5367	20	5.91	516	E 47 St & 1 Ave
5399	20	0.44	517	Pershing Square S
5431	20	0	518	E 39 St & 2 Ave
5453	20	0	519	Pershing Square N
5467	20	0	520	W 52 St & 5 Ave
5489	20	3.5	521	8 Ave & W 31 St
5537	20	15.12	522	E 51 St & Lexington Ave
5556	20	0.99	523	W 38 St & 8 Ave
5588	20	0.33	524	W 43 St & 6 Ave
5616	20	0	525	W 34 St & 11 Ave
5642	20	0.22	526	E 33 St & 5 Ave
5666	20	0	527	E 33 St & 1 Ave
5686	20	0	528	2 Ave & E 30 St
5717	20	7.45	529	W 42 St & 8 Ave
5746	20	2.74	530	11 Av & 59 St
5754	20	2.85	531	Forsyth St & Broome St
5781	20	0	533	Broadway & W 39 St
5819	20	0	534	Water - Whitehall Plaza
5846	20	0.44	536	1 Ave & E 30 St
5865	20	5.7	537	Lexington Ave & E 24 St
5900	20	0	540	Lexington Ave & E 26 St
5919	20	36.91	545	E 23 St & 1 Ave
5950	20	0	546	E 30 St & Park Ave S
5972	20	39.65	2003	1 Ave & 18 St
5999	20	0.33	2004	Spring St & 6 Ave
6024	20	0.55	2006	Central Park S & 6 Ave
6035	20	0	2017	E 43 St & 2 Ave
6070	20	0.11	2021	W 45 St & 8 Ave
6103	20	0	2023	E 55 St & Lexington Ave
6124	20	1.2	3002	South End Av & Liberty St
6162	20	3.4	2009	Catherine St & Monroe St
6179	20	0	2010	Grand St & Greene St
6214	20	0.44	2022	E 59 St & Sutton Pl
6237	20	31.33	502	E Broadway & Grand St
6266	20	0	2012	E 27 St & 1 Ave
6285	20	5.48	2008	Little West St & 1 Pl
6312	20	13.14	3016	W 23 & 8 Ave
6323	20	5.55	3131	Coming soon: E 63 St & York Ave 
6351	20	0	3132	E 59 St & Madison Ave
6372	20	0.22	3134	3 Ave & E 62 St
6401	20	0.11	3142	1 Ave & E 62 St
6441	20	0	3223	E 55 St & 3 Ave
6451	20	6.69	3224	W 13 St & Hudson St
6482	20	0	3230	Penn Station Valet
6518	20	0	3233	E 48 St & 5 Ave
6549	20	0	3235	E 41 St & Madison Ave
6557	20	9.76	3236	PABT Valet
14	21	0.88	72	W 52 St & 11 Ave
29	21	0.22	79	Franklin St & W Broadway
59	21	4.61	82	St James Pl & Pearl St
81	21	5.15	116	W 17 St & 8 Ave
105	21	16.56	127	Barrow St & Hudson St
132	21	4.06	128	MacDougal St & Prince St
162	21	0	137	Henry St & Grand St
184	21	2.3	146	Hudson St & Reade St
213	21	4.39	147	Greenwich St & Warren St
249	21	35.42	150	E 2 St & Avenue C
280	21	0.22	151	Cleveland Pl & Spring St
307	21	2.52	152	Warren St & Church St
330	21	0	153	E 40 St & 5 Ave
362	21	0	160	E 37 St & Lexington Ave
379	21	4.71	161	LaGuardia Pl & W 3 St
398	21	0	164	E 47 St & 2 Ave
438	21	0	167	E 39 St & 3 Av
459	21	0	168	W 18 St & 6 Av
478	21	0	173	Broadway & W 49 St
514	21	5.15	174	E 25 St & 1 Ave
533	21	0	195	Liberty St & Broadway
548	21	0.77	212	W 16 St & The High Line
573	21	51.86	223	W 13 St & 7 Ave
600	21	0.99	224	Spruce St & Nassau St
626	21	1.54	225	W 14 St & The High Line
652	21	0	228	E 48 St & 3 Ave
681	21	0.55	229	Great Jones St
703	21	28.07	236	St Marks Pl & 2 Ave
735	21	25.22	237	E 11 Street & 2 Avenue
766	21	28.95	238	Bank St & Washington St
782	21	34.32	247	Perry St & Bleecker St
809	21	0.77	248	Laight St & Hudson St
835	21	1.05	249	Harrison St & Hudson St
859	21	0	250	Lafayette St & Jersey St
889	21	4.06	251	Mott St & Prince St
912	21	5.7	252	MacDougal St & Washington Sq
939	21	0	253	W 13 St & 5 Ave
966	21	2.96	254	W 11 St & 6 Ave
995	21	0	257	Lispenard St & Broadway
1015	21	0	259	South St & Whitehall St
1065	21	0	260	Broad St & Bridge St
1080	21	1.54	263	Elizabeth St & Hester St
1096	21	1.21	264	Maiden Ln & Pearl St
1120	21	12.17	265	Stanton St & Chrystie St
1145	21	46.38	266	Avenue D & E 8 St
1173	21	8.55	268	Howard St & Centre St
1207	21	3.07	276	Duane St & Greenwich St
1236	21	1.21	280	E 10 St & 5 Ave
1262	21	0	281	Grand Army Plaza & Central Park S
1297	21	5.81	284	Greenwich Ave & 8 Ave
1325	21	0.44	285	Broadway & E 14 St
1332	21	13.82	291	Madison St & Montgomery St
1354	21	26.21	293	Lafayette St & E 8 St
1379	21	3.29	295	Pike St & E Broadway
1412	21	0.77	296	Division St & Bowery
1444	21	4.28	297	E 15 St & 3 Ave
1462	21	2.63	300	Cooper Square & E 7 St
1501	21	31.8	301	E 2 St & Avenue B
1520	21	48.03	302	Avenue D & E 3 St
1559	21	0.99	303	Mercer St & Spring St
1570	21	0	304	Broadway & Battery Pl
1598	21	0.44	305	E 58 St and 3 Ave
1613	21	2.96	306	Cliff St & Fulton St
1640	21	14.91	307	Canal St & Rutgers St
1670	21	2.41	308	St James Pl & Oliver St
1701	21	3.4	309	Murray St & West St
