	variable	value	citibike_station_id	label
1719	21	4.28	311	Norfolk St & Broome St
1751	21	35.86	312	Allen St & E Houston St
1776	21	0	315	South St & Gouverneur Ln
1799	21	0	316	Fulton St & William St
1846	21	40.13	317	E 6 St & Avenue B
1851	21	0	319	Park Pl & Church St
1874	21	0	320	Church St & Leonard St
1901	21	3.62	325	E 19 St & 3 Ave
1931	21	31.69	326	E 11 St & 1 Ave
1957	21	2.08	327	Vesey Pl & River Terrace
1980	21	16.23	328	Watts St & Greenwich St
2009	21	1.78	329	Greenwich St & N Moore St
2030	21	0	330	Reade St & Broadway
2056	21	3.07	331	Pike St & Monroe St
2088	21	25.44	332	Cherry St
2119	21	1.75	334	W 20 St & 7 Ave
2137	21	0	335	Washington Pl & Broadway
2173	21	9.76	336	Sullivan St & Washington Sq
2200	21	0	337	Old Slip & Front St
2214	21	23.14	339	Avenue D & E 12 St
2246	21	13.6	340	Madison St & Clinton St
2282	21	19.3	341	Stanton St & Mangin St
2297	21	30.48	342	Columbia St & Rivington St
2324	21	0.22	345	W 13 St & 6 Ave
2365	21	36.4	346	Bank St & Hudson St
2371	21	2.08	347	W Houston St & Hudson St
2401	21	1.64	348	W Broadway & Spring St
2428	21	19.41	349	Rivington St and Ridge St
2446	21	21.71	350	Clinton St & Grand St
2473	21	0.66	351	Front St & Maiden Ln
2500	21	20.39	352	W 56 St & 6 Ave
2527	21	0.11	355	Bayard St & Baxter St
2550	21	6.69	356	Bialystoker Pl & Delancey St
2595	21	0.22	357	E 11 St & Broadway
2620	21	21.05	358	Christopher St & Greenwich St
2638	21	0.22	359	E 47 St & Park Av
2655	21	0	360	William St & Pine St
2682	21	4.39	361	Allen St & Hester St
2705	21	0	362	Broadway & W 37 St
2733	21	3.62	363	West Thames St
2757	21	0	367	E 53 St and Lexington Ave
2784	21	11.51	368	Carmine St & 6 Ave
2810	21	7.46	369	Washington Pl & 6 Ave
2837	21	2.63	375	Mercer St & Bleecker St
2862	21	1.64	376	John St & William St
2901	21	0.11	377	6 Ave & Canal St
2914	21	0.99	379	W 31 St & 7 Ave
2942	21	17.32	380	W 4 St & 7 Ave S
2968	21	1.21	382	University Pl & E 14 St
2996	21	6.25	383	Greenwich Ave & 7 Ave
3025	21	1.86	385	E 55 St & 2 Ave
3045	21	0	386	Centre St & Worth St
3071	21	1.64	387	Centre St & Chambers St
3111	21	0.77	388	W 26 St & 10 Ave
3140	21	31.03	393	E 5 St & Avenue C
3167	21	22.37	394	E 9 St & Avenue C
3185	21	46.27	400	Pitt St & Stanton St
3224	21	28.95	401	Allen St & Rivington St
3232	21	0	402	Broadway & E 22 St
3259	21	2.08	405	Washington St & Gansevoort St
3296	21	18.09	408	Market St & Cherry St
3322	21	29.17	410	Suffolk St & Stanton St
3340	21	35.96	411	E 6 St & Avenue D
3373	21	1.75	412	Forsyth St & Canal St
3397	21	0	415	Pearl St & Hanover Square
3423	21	4.82	417	Barclay St & Church St
3437	21	0	422	W 59 St & 10 Ave
3464	21	0.11	423	W 54 St & 9 Ave
3486	21	1.32	426	West St & Chambers St
3511	21	0	427	State St
3540	21	20.39	428	E 3 St & 1 Ave
3565	21	13.82	432	E 7 St & Avenue A
3589	21	32.13	433	E 13 St & Avenue A
3616	21	10.42	434	9 Ave & W 18 St
3661	21	0	435	W 21 St & 6 Ave
3669	21	30.81	438	St Marks Pl & 1 Ave
3703	21	6.58	439	E 4 St & 2 Ave
3725	21	0	440	E 45 St & 3 Ave
3745	21	0	441	E 52 St & 2 Ave
3773	21	20.39	442	W 27 St & 7 Ave
3800	21	1.21	444	Broadway & W 24 St
3823	21	25.33	445	E 10 St & Avenue A
3849	21	10.31	446	W 24 St & 7 Ave
3875	21	0	447	8  Ave & W 52 St
3903	21	17.43	448	W 37 St & 10 Ave
3951	21	0.33	449	52 St & 9 Ave
3968	21	18.86	453	W 22 St & 8 Ave
3995	21	1.97	455	1 Ave & E 44 St
4008	21	0	456	E 53 St & Madison Ave
4040	21	0.66	457	Broadway & W 57 St
4062	21	0.77	458	W 22 St & 11 Ave
4088	21	0	459	W 18 St & 11 Ave
4109	21	11.29	461	E 20 St & 2 Ave
4135	21	12.39	462	W 22 St & 10 Ave
4167	21	2.08	463	9 Ave & W 16 St
4204	21	21.05	465	Broadway & W 41 St
4236	21	0.88	466	W 25 St & 6 Ave
4252	21	0	468	Broadway & W 55 St
4270	21	0	469	Broadway & W 53 St
4293	21	11.73	470	W 20 St & 8 Ave
4319	21	0	472	E 32 St & Park Av
4343	21	13.27	473	Rivington St & Chrystie St
4389	21	0	474	5 Ave & E 29 St
4420	21	0.66	475	E 16 St & Irving Pl
4446	21	1.32	476	E 31 St & 3 Ave
4472	21	0.77	477	W 41 St & 8 Ave
4498	21	17.43	478	11 Ave & W 41 St
4507	21	2.63	479	9 Ave & W 45 St
4538	21	4.5	480	W 53 St & 10 Ave
4555	21	8.11	482	W 15 St & 7 Ave
4581	21	8.66	483	E 12 St & 3 Ave
4608	21	0	484	W 44 St & 5 Ave
4629	21	0	485	W 37 St & 5 Ave
4658	21	0	486	Broadway & W 29 St
4690	21	23.68	487	E 20 St & FDR Drive
4711	21	4.17	488	W 39 St & 9 Ave
4739	21	0.66	489	10 Ave & W 28 St
4771	21	1.43	490	W 33 St & 8 Ave
4786	21	0	491	E 24 St & Park Ave S
4812	21	1.21	492	W 33 St & 7 Ave
4843	21	0	493	W 45 St & 6 Ave
4875	21	2.08	494	W 26 St & 8 Ave
4906	21	13.93	495	W 47 St & 10 Ave
4929	21	0	496	E 16 St & 5 Ave
4952	21	0	497	E 17 St & Broadway
4977	21	0	498	Broadway & W 32 St
5005	21	0	499	Broadway & W 60 St
5029	21	0	500	Broadway & W 51 St
5057	21	0.33	501	FDR Drive & E 35 St
5079	21	0	503	E 20 St & Park Ave
5101	21	35.31	504	1 Ave & E 15 St
5124	21	0.11	505	6 Ave & W 33 St
5151	21	0.55	507	E 25 St & 2 Ave
5180	21	4.06	508	W 46 St & 11 Ave
5209	21	23.36	509	9 Ave & W 22 St
5228	21	36.18	510	W 51 St & 6 Ave
5258	21	1.1	511	E 14 St & Avenue B
5298	21	0	513	W 56 St & 10 Ave
5322	21	9.21	514	12 Ave & W 40 St
5346	21	9.21	515	W 43 St & 10 Ave
5370	21	5.92	516	E 47 St & 1 Ave
5392	21	1.21	517	Pershing Square S
5428	21	0	518	E 39 St & 2 Ave
5442	21	0	519	Pershing Square N
5469	21	0	520	W 52 St & 5 Ave
5510	21	3.62	521	8 Ave & W 31 St
5524	21	15.13	522	E 51 St & Lexington Ave
5552	21	0.88	523	W 38 St & 8 Ave
5585	21	0	524	W 43 St & 6 Ave
5603	21	0	525	W 34 St & 11 Ave
5626	21	0.55	526	E 33 St & 5 Ave
5644	21	0	527	E 33 St & 1 Ave
5679	21	0	528	2 Ave & E 30 St
5702	21	5.92	529	W 42 St & 8 Ave
5735	21	3.74	530	11 Av & 59 St
5757	21	3.73	531	Forsyth St & Broome St
5777	21	0	533	Broadway & W 39 St
5809	21	0	534	Water - Whitehall Plaza
5827	21	0.44	536	1 Ave & E 30 St
5858	21	5.26	537	Lexington Ave & E 24 St
5877	21	0	540	Lexington Ave & E 26 St
5913	21	37.94	545	E 23 St & 1 Ave
5935	21	0	546	E 30 St & Park Ave S
5958	21	39.8	2003	1 Ave & 18 St
5991	21	1.1	2004	Spring St & 6 Ave
6014	21	0.66	2006	Central Park S & 6 Ave
6037	21	0	2017	E 43 St & 2 Ave
6078	21	0.11	2021	W 45 St & 8 Ave
6097	21	0	2023	E 55 St & Lexington Ave
6112	21	2.96	3002	South End Av & Liberty St
6149	21	6.36	2009	Catherine St & Monroe St
6165	21	0.11	2010	Grand St & Greene St
6195	21	0.44	2022	E 59 St & Sutton Pl
6219	21	40.79	502	E Broadway & Grand St
6241	21	0.88	2012	E 27 St & 1 Ave
6281	21	5.48	2008	Little West St & 1 Pl
6308	21	11.51	3016	W 23 & 8 Ave
6340	21	5.56	3131	Coming soon: E 63 St & York Ave 
6358	21	0	3132	E 59 St & Madison Ave
6377	21	0.33	3134	3 Ave & E 62 St
6403	21	0.11	3142	1 Ave & E 62 St
6431	21	0.11	3223	E 55 St & 3 Ave
6463	21	4.93	3224	W 13 St & Hudson St
6485	21	0	3230	Penn Station Valet
6508	21	0	3233	E 48 St & 5 Ave
6548	21	0	3235	E 41 St & Madison Ave
6576	21	8.99	3236	PABT Valet
26	22	0.44	72	W 52 St & 11 Ave
49	22	0	79	Franklin St & W Broadway
58	22	3.95	82	St James Pl & Pearl St
90	22	4.06	116	W 17 St & 8 Ave
107	22	13.05	127	Barrow St & Hudson St
134	22	4.17	128	MacDougal St & Prince St
170	22	0	137	Henry St & Grand St
201	22	2.3	146	Hudson St & Reade St
212	22	3.95	147	Greenwich St & Warren St
245	22	39.14	150	E 2 St & Avenue C
261	22	0.33	151	Cleveland Pl & Spring St
303	22	3.62	152	Warren St & Church St
321	22	0	153	E 40 St & 5 Ave
343	22	0	160	E 37 St & Lexington Ave
368	22	1.54	161	LaGuardia Pl & W 3 St
397	22	0	164	E 47 St & 2 Ave
423	22	0	167	E 39 St & 3 Av
456	22	0	168	W 18 St & 6 Av
473	22	0	173	Broadway & W 49 St
498	22	10.64	174	E 25 St & 1 Ave
524	22	0	195	Liberty St & Broadway
570	22	0.99	212	W 16 St & The High Line
591	22	52.08	223	W 13 St & 7 Ave
605	22	0.44	224	Spruce St & Nassau St
632	22	2.08	225	W 14 St & The High Line
663	22	0	228	E 48 St & 3 Ave
685	22	0.22	229	Great Jones St
704	22	16.89	236	St Marks Pl & 2 Ave
739	22	20.61	237	E 11 Street & 2 Avenue
762	22	23.9	238	Bank St & Washington St
781	22	30.7	247	Perry St & Bleecker St
812	22	1.21	248	Laight St & Hudson St
851	22	0.7	249	Harrison St & Hudson St
869	22	0	250	Lafayette St & Jersey St
896	22	3.07	251	Mott St & Prince St
918	22	3.95	252	MacDougal St & Washington Sq
946	22	0.11	253	W 13 St & 5 Ave
968	22	1.75	254	W 11 St & 6 Ave
1005	22	0.33	257	Lispenard St & Broadway
1030	22	0	259	South St & Whitehall St
1059	22	0.13	260	Broad St & Bridge St
1077	22	0.99	263	Elizabeth St & Hester St
1095	22	3.18	264	Maiden Ln & Pearl St
1122	22	9.98	265	Stanton St & Chrystie St
1149	22	48.9	266	Avenue D & E 8 St
1176	22	9.65	268	Howard St & Centre St
1197	22	1.97	276	Duane St & Greenwich St
1225	22	2.96	280	E 10 St & 5 Ave
1254	22	0	281	Grand Army Plaza & Central Park S
1293	22	5.04	284	Greenwich Ave & 8 Ave
1311	22	0	285	Broadway & E 14 St
1352	22	25.88	291	Madison St & Montgomery St
1357	22	26.21	293	Lafayette St & E 8 St
1388	22	6.58	295	Pike St & E Broadway
1407	22	1.32	296	Division St & Bowery
1431	22	3.18	297	E 15 St & 3 Ave
1459	22	2.28	300	Cooper Square & E 7 St
1483	22	27.96	301	E 2 St & Avenue B
1516	22	43.2	302	Avenue D & E 3 St
1538	22	0.99	303	Mercer St & Spring St
1564	22	0	304	Broadway & Battery Pl
1606	22	0	305	E 58 St and 3 Ave
1624	22	3.51	306	Cliff St & Fulton St
1644	22	17.11	307	Canal St & Rutgers St
1675	22	5.48	308	St James Pl & Oliver St
1697	22	2.63	309	Murray St & West St
1720	22	10.31	311	Norfolk St & Broome St
1747	22	31.25	312	Allen St & E Houston St
1771	22	0	315	South St & Gouverneur Ln
1797	22	0	316	Fulton St & William St
1843	22	36.18	317	E 6 St & Avenue B
1867	22	0.77	319	Park Pl & Church St
1877	22	0	320	Church St & Leonard St
1904	22	4.5	325	E 19 St & 3 Ave
1935	22	23.57	326	E 11 St & 1 Ave
1958	22	1.86	327	Vesey Pl & River Terrace
1985	22	16.45	328	Watts St & Greenwich St
2007	22	0.76	329	Greenwich St & N Moore St
2032	22	0	330	Reade St & Broadway
2059	22	7.79	331	Pike St & Monroe St
2106	22	28.4	332	Cherry St
2129	22	1.97	334	W 20 St & 7 Ave
2144	22	0	335	Washington Pl & Broadway
2171	22	5.81	336	Sullivan St & Washington Sq
2193	22	0.11	337	Old Slip & Front St
2216	22	27.19	339	Avenue D & E 12 St
2238	22	23.36	340	Madison St & Clinton St
2271	22	20.83	341	Stanton St & Mangin St
2299	22	34.32	342	Columbia St & Rivington St
2315	22	0.22	345	W 13 St & 6 Ave
2364	22	26.64	346	Bank St & Hudson St
2379	22	0.55	347	W Houston St & Hudson St
2410	22	2.3	348	W Broadway & Spring St
2438	22	22.7	349	Rivington St and Ridge St
2451	22	27.3	350	Clinton St & Grand St
2472	22	0.66	351	Front St & Maiden Ln
2497	22	20.39	352	W 56 St & 6 Ave
2524	22	0.44	355	Bayard St & Baxter St
2551	22	10.2	356	Bialystoker Pl & Delancey St
2592	22	0	357	E 11 St & Broadway
2602	22	19.52	358	Christopher St & Greenwich St
2640	22	0.11	359	E 47 St & Park Av
2658	22	0	360	William St & Pine St
2686	22	6.58	361	Allen St & Hester St
2706	22	0.22	362	Broadway & W 37 St
2732	22	4.82	363	West Thames St
2759	22	0	367	E 53 St and Lexington Ave
2783	22	5.7	368	Carmine St & 6 Ave
2809	22	2.96	369	Washington Pl & 6 Ave
2841	22	2.85	375	Mercer St & Bleecker St
2873	22	1.64	376	John St & William St
2891	22	0	377	6 Ave & Canal St
2937	22	0.88	379	W 31 St & 7 Ave
2946	22	9.76	380	W 4 St & 7 Ave S
2969	22	0.88	382	University Pl & E 14 St
3000	22	4.17	383	Greenwich Ave & 7 Ave
3022	22	2.08	385	E 55 St & 2 Ave
3054	22	0	386	Centre St & Worth St
3081	22	0.22	387	Centre St & Chambers St
3108	22	1.54	388	W 26 St & 10 Ave
3126	22	28.73	393	E 5 St & Avenue C
3150	22	14.69	394	E 9 St & Avenue C
3176	22	53.18	400	Pitt St & Stanton St
3211	22	29.82	401	Allen St & Rivington St
3238	22	0.47	402	Broadway & E 22 St
3260	22	4.28	405	Washington St & Gansevoort St
3284	22	13.6	408	Market St & Cherry St
3309	22	30.04	410	Suffolk St & Stanton St
3329	22	37.61	411	E 6 St & Avenue D
3360	22	1.32	412	Forsyth St & Canal St
3382	22	0	415	Pearl St & Hanover Square
3415	22	6.14	417	Barclay St & Church St
3447	22	0	422	W 59 St & 10 Ave
3482	22	0.11	423	W 54 St & 9 Ave
3500	22	1.43	426	West St & Chambers St
3518	22	0	427	State St
3541	22	12.39	428	E 3 St & 1 Ave
3564	22	14.25	432	E 7 St & Avenue A
3597	22	30.48	433	E 13 St & Avenue A
3621	22	7.89	434	9 Ave & W 18 St
3647	22	0	435	W 21 St & 6 Ave
3670	22	25.55	438	St Marks Pl & 1 Ave
3694	22	5.48	439	E 4 St & 2 Ave
3739	22	0	440	E 45 St & 3 Ave
3757	22	0	441	E 52 St & 2 Ave
3779	22	20.39	442	W 27 St & 7 Ave
3806	22	1.32	444	Broadway & W 24 St
3833	22	25.88	445	E 10 St & Avenue A
3856	22	10.2	446	W 24 St & 7 Ave
3887	22	0	447	8  Ave & W 52 St
3906	22	22.48	448	W 37 St & 10 Ave
3934	22	0	449	52 St & 9 Ave
3975	22	17.21	453	W 22 St & 8 Ave
3983	22	1.97	455	1 Ave & E 44 St
4006	22	0	456	E 53 St & Madison Ave
4036	22	0.66	457	Broadway & W 57 St
4067	22	0.11	458	W 22 St & 11 Ave
4085	22	0	459	W 18 St & 11 Ave
4119	22	14.25	461	E 20 St & 2 Ave
4137	22	12.17	462	W 22 St & 10 Ave
4179	22	1.97	463	9 Ave & W 16 St
4212	22	21.05	465	Broadway & W 41 St
4222	22	1.02	466	W 25 St & 6 Ave
4241	22	0	468	Broadway & W 55 St
4267	22	0	469	Broadway & W 53 St
4298	22	12.61	470	W 20 St & 8 Ave
4317	22	0	472	E 32 St & Park Av
4353	22	11.95	473	Rivington St & Chrystie St
4382	22	0	474	5 Ave & E 29 St
4411	22	1.1	475	E 16 St & Irving Pl
4429	22	1.32	476	E 31 St & 3 Ave
4457	22	0.88	477	W 41 St & 8 Ave
4487	22	25.11	478	11 Ave & W 41 St
4514	22	3.84	479	9 Ave & W 45 St
4542	22	7.79	480	W 53 St & 10 Ave
4556	22	9.76	482	W 15 St & 7 Ave
4582	22	2.85	483	E 12 St & 3 Ave
4603	22	0	484	W 44 St & 5 Ave
4633	22	0	485	W 37 St & 5 Ave
4655	22	0	486	Broadway & W 29 St
4682	22	21.6	487	E 20 St & FDR Drive
4726	22	4.82	488	W 39 St & 9 Ave
4750	22	0.66	489	10 Ave & W 28 St
4763	22	1.21	490	W 33 St & 8 Ave
4785	22	0	491	E 24 St & Park Ave S
4813	22	0.33	492	W 33 St & 7 Ave
4844	22	0	493	W 45 St & 6 Ave
4871	22	2.52	494	W 26 St & 8 Ave
4893	22	19.3	495	W 47 St & 10 Ave
4923	22	0.11	496	E 16 St & 5 Ave
4947	22	0	497	E 17 St & Broadway
4988	22	0.11	498	Broadway & W 32 St
4994	22	0	499	Broadway & W 60 St
5042	22	0	500	Broadway & W 51 St
5068	22	0.66	501	FDR Drive & E 35 St
5077	22	0	503	E 20 St & Park Ave
5097	22	31.91	504	1 Ave & E 15 St
5126	22	0.11	505	6 Ave & W 33 St
5153	22	2.52	507	E 25 St & 2 Ave
5182	22	9.43	508	W 46 St & 11 Ave
5219	22	24.12	509	9 Ave & W 22 St
5245	22	36.18	510	W 51 St & 6 Ave
5272	22	2.19	511	E 14 St & Avenue B
5291	22	0	513	W 56 St & 10 Ave
5328	22	8.44	514	12 Ave & W 40 St
5342	22	12.83	515	W 43 St & 10 Ave
5369	22	5.92	516	E 47 St & 1 Ave
5387	22	0.22	517	Pershing Square S
5423	22	0	518	E 39 St & 2 Ave
5450	22	0	519	Pershing Square N
5464	22	0	520	W 52 St & 5 Ave
5497	22	2.63	521	8 Ave & W 31 St
5521	22	15.13	522	E 51 St & Lexington Ave
5558	22	0.22	523	W 38 St & 8 Ave
5572	22	0.11	524	W 43 St & 6 Ave
5608	22	0	525	W 34 St & 11 Ave
5625	22	0.55	526	E 33 St & 5 Ave
5653	22	0	527	E 33 St & 1 Ave
5675	22	0.11	528	2 Ave & E 30 St
5700	22	4.61	529	W 42 St & 8 Ave
5732	22	5.95	530	11 Av & 59 St
5751	22	3.51	531	Forsyth St & Broome St
5774	22	0	533	Broadway & W 39 St
5811	22	0	534	Water - Whitehall Plaza
5838	22	0.44	536	1 Ave & E 30 St
5853	22	5.26	537	Lexington Ave & E 24 St
5881	22	0.22	540	Lexington Ave & E 26 St
5904	22	41.89	545	E 23 St & 1 Ave
5931	22	0	546	E 30 St & Park Ave S
5955	22	45.61	2003	1 Ave & 18 St
5984	22	0.77	2004	Spring St & 6 Ave
6012	22	0	2006	Central Park S & 6 Ave
6043	22	0	2017	E 43 St & 2 Ave
6079	22	0.11	2021	W 45 St & 8 Ave
6094	22	0	2023	E 55 St & Lexington Ave
6117	22	2.85	3002	South End Av & Liberty St
6142	22	9.76	2009	Catherine St & Monroe St
6177	22	0.66	2010	Grand St & Greene St
6201	22	0.66	2022	E 59 St & Sutton Pl
6231	22	44.85	502	E Broadway & Grand St
6250	22	0.55	2012	E 27 St & 1 Ave
6268	22	8.55	2008	Little West St & 1 Pl
6306	22	8.88	3016	W 23 & 8 Ave
6325	22	5.56	3131	Coming soon: E 63 St & York Ave 
6352	22	0.33	3132	E 59 St & Madison Ave
6388	22	0.22	3134	3 Ave & E 62 St
6418	22	0	3142	1 Ave & E 62 St
6428	22	0	3223	E 55 St & 3 Ave
6460	22	2.96	3224	W 13 St & Hudson St
6475	22	0	3230	Penn Station Valet
6501	22	0	3233	E 48 St & 5 Ave
6534	22	0	3235	E 41 St & Madison Ave
6573	22	10.09	3236	PABT Valet
8	23	0.9	72	W 52 St & 11 Ave
35	23	0.23	79	Franklin St & W Broadway
66	23	4.95	82	St James Pl & Pearl St
93	23	3.94	116	W 17 St & 8 Ave
115	23	17.91	127	Barrow St & Hudson St
143	23	3.04	128	MacDougal St & Prince St
174	23	0	137	Henry St & Grand St
187	23	1.24	146	Hudson St & Reade St
209	23	5.41	147	Greenwich St & Warren St
237	23	39.3	150	E 2 St & Avenue C
272	23	0	151	Cleveland Pl & Spring St
305	23	3.38	152	Warren St & Church St
326	23	0	153	E 40 St & 5 Ave
340	23	0	160	E 37 St & Lexington Ave
375	23	0.79	161	LaGuardia Pl & W 3 St
395	23	0	164	E 47 St & 2 Ave
433	23	0	167	E 39 St & 3 Av
452	23	0	168	W 18 St & 6 Av
474	23	0	173	Broadway & W 49 St
508	23	19.37	174	E 25 St & 1 Ave
523	23	0	195	Liberty St & Broadway
571	23	0	212	W 16 St & The High Line
592	23	51.8	223	W 13 St & 7 Ave
620	23	0	224	Spruce St & Nassau St
646	23	2.03	225	W 14 St & The High Line
670	23	0	228	E 48 St & 3 Ave
696	23	0.11	229	Great Jones St
718	23	16.55	236	St Marks Pl & 2 Ave
738	23	15.09	237	E 11 Street & 2 Avenue
767	23	15.54	238	Bank St & Washington St
783	23	27.25	247	Perry St & Bleecker St
830	23	0.79	248	Laight St & Hudson St
846	23	0.18	249	Harrison St & Hudson St
872	23	0	250	Lafayette St & Jersey St
899	23	3.83	251	Mott St & Prince St
917	23	1.69	252	MacDougal St & Washington Sq
957	23	0	253	W 13 St & 5 Ave
964	23	2.36	254	W 11 St & 6 Ave
998	23	1.13	257	Lispenard St & Broadway
1026	23	0	259	South St & Whitehall St
1046	23	0	260	Broad St & Bridge St
1092	23	1.69	263	Elizabeth St & Hester St
1102	23	3.72	264	Maiden Ln & Pearl St
1124	23	5.52	265	Stanton St & Chrystie St
1146	23	51.01	266	Avenue D & E 8 St
1183	23	9.01	268	Howard St & Centre St
1205	23	2.03	276	Duane St & Greenwich St
1226	23	4.05	280	E 10 St & 5 Ave
1260	23	0	281	Grand Army Plaza & Central Park S
1294	23	4.84	284	Greenwich Ave & 8 Ave
1308	23	0	285	Broadway & E 14 St
1346	23	36.04	291	Madison St & Montgomery St
1367	23	25.88	293	Lafayette St & E 8 St
1385	23	8.9	295	Pike St & E Broadway
1416	23	1.35	296	Division St & Bowery
1439	23	2.93	297	E 15 St & 3 Ave
1466	23	3.42	300	Cooper Square & E 7 St
1489	23	29.95	301	E 2 St & Avenue B
1512	23	47.75	302	Avenue D & E 3 St
1541	23	0.34	303	Mercer St & Spring St
1569	23	0	304	Broadway & Battery Pl
1609	23	0	305	E 58 St and 3 Ave
1631	23	5.29	306	Cliff St & Fulton St
1654	23	16.33	307	Canal St & Rutgers St
1677	23	9.01	308	St James Pl & Oliver St
1695	23	3.6	309	Murray St & West St
1730	23	11.49	311	Norfolk St & Broome St
1762	23	28.27	312	Allen St & E Houston St
1792	23	0	315	South St & Gouverneur Ln
1803	23	0	316	Fulton St & William St
1831	23	38.51	317	E 6 St & Avenue B
1869	23	0.9	319	Park Pl & Church St
1884	23	0	320	Church St & Leonard St
1911	23	3.27	325	E 19 St & 3 Ave
1933	23	22.86	326	E 11 St & 1 Ave
1956	23	2.59	327	Vesey Pl & River Terrace
1987	23	17.34	328	Watts St & Greenwich St
2015	23	0.78	329	Greenwich St & N Moore St
2042	23	0	330	Reade St & Broadway
2057	23	14.86	331	Pike St & Monroe St
2094	23	33	332	Cherry St
2132	23	1.91	334	W 20 St & 7 Ave
2156	23	0	335	Washington Pl & Broadway
2178	23	2.82	336	Sullivan St & Washington Sq
2191	23	0	337	Old Slip & Front St
2223	23	28.15	339	Avenue D & E 12 St
2245	23	32.21	340	Madison St & Clinton St
2278	23	29.28	341	Stanton St & Mangin St
2302	23	35.25	342	Columbia St & Rivington St
2323	23	0.34	345	W 13 St & 6 Ave
2348	23	24.77	346	Bank St & Hudson St
2376	23	0.79	347	W Houston St & Hudson St
2406	23	2.59	348	W Broadway & Spring St
2433	23	31.64	349	Rivington St and Ridge St
2453	23	34.46	350	Clinton St & Grand St
2475	23	0.68	351	Front St & Maiden Ln
2498	23	20.27	352	W 56 St & 6 Ave
2529	23	0.45	355	Bayard St & Baxter St
2557	23	11.49	356	Bialystoker Pl & Delancey St
2577	23	0	357	E 11 St & Broadway
2613	23	20.05	358	Christopher St & Greenwich St
2652	23	0.11	359	E 47 St & Park Av
2670	23	0	360	William St & Pine St
2695	23	12.05	361	Allen St & Hester St
2718	23	0.11	362	Broadway & W 37 St
2749	23	9.01	363	West Thames St
2777	23	0	367	E 53 St and Lexington Ave
2803	23	1.91	368	Carmine St & 6 Ave
2830	23	1.69	369	Washington Pl & 6 Ave
2849	23	3.49	375	Mercer St & Bleecker St
2867	23	1.35	376	John St & William St
2898	23	0	377	6 Ave & Canal St
2936	23	0.23	379	W 31 St & 7 Ave
2961	23	6.42	380	W 4 St & 7 Ave S
2984	23	0.68	382	University Pl & E 14 St
3011	23	4.17	383	Greenwich Ave & 7 Ave
3040	23	2.03	385	E 55 St & 2 Ave
3065	23	0	386	Centre St & Worth St
3092	23	0.45	387	Centre St & Chambers St
3119	23	1.46	388	W 26 St & 10 Ave
3133	23	31.53	393	E 5 St & Avenue C
3151	23	17	394	E 9 St & Avenue C
3196	23	58.45	400	Pitt St & Stanton St
3218	23	30.63	401	Allen St & Rivington St
3245	23	0.48	402	Broadway & E 22 St
3263	23	3.15	405	Washington St & Gansevoort St
3301	23	16.22	408	Market St & Cherry St
3321	23	27.14	410	Suffolk St & Stanton St
3352	23	43.58	411	E 6 St & Avenue D
3359	23	1.35	412	Forsyth St & Canal St
3389	23	0	415	Pearl St & Hanover Square
3416	23	3.94	417	Barclay St & Church St
3454	23	0	422	W 59 St & 10 Ave
3475	23	0	423	W 54 St & 9 Ave
3502	23	2.25	426	West St & Chambers St
3529	23	0	427	State St
3556	23	10.36	428	E 3 St & 1 Ave
3574	23	20.27	432	E 7 St & Avenue A
3594	23	30.07	433	E 13 St & Avenue A
3623	23	4.95	434	9 Ave & W 18 St
3646	23	0	435	W 21 St & 6 Ave
3673	23	20.27	438	St Marks Pl & 1 Ave
3700	23	4.84	439	E 4 St & 2 Ave
3740	23	0	440	E 45 St & 3 Ave
3762	23	0	441	E 52 St & 2 Ave
3793	23	20.72	442	W 27 St & 7 Ave
3816	23	0.79	444	Broadway & W 24 St
3844	23	34.01	445	E 10 St & Avenue A
3866	23	9.91	446	W 24 St & 7 Ave
3885	23	0	447	8  Ave & W 52 St
3918	23	22.97	448	W 37 St & 10 Ave
3947	23	0	449	52 St & 9 Ave
3965	23	19.03	453	W 22 St & 8 Ave
3982	23	2.03	455	1 Ave & E 44 St
4014	23	0	456	E 53 St & Madison Ave
4042	23	0.68	457	Broadway & W 57 St
4060	23	0.11	458	W 22 St & 11 Ave
4087	23	0	459	W 18 St & 11 Ave
4129	23	18.69	461	E 20 St & 2 Ave
4143	23	10.25	462	W 22 St & 10 Ave
4175	23	2.03	463	9 Ave & W 16 St
4210	23	20.61	465	Broadway & W 41 St
4228	23	0.6	466	W 25 St & 6 Ave
4259	23	0	468	Broadway & W 55 St
4266	23	0	469	Broadway & W 53 St
4300	23	9.91	470	W 20 St & 8 Ave
4326	23	0	472	E 32 St & Park Av
4348	23	11.94	473	Rivington St & Chrystie St
4383	23	0	474	5 Ave & E 29 St
4399	23	1.01	475	E 16 St & Irving Pl
4430	23	0.79	476	E 31 St & 3 Ave
4467	23	2.59	477	W 41 St & 8 Ave
4492	23	24.66	478	11 Ave & W 41 St
4517	23	4.17	479	9 Ave & W 45 St
4530	23	8.56	480	W 53 St & 10 Ave
4566	23	11.6	482	W 15 St & 7 Ave
4593	23	3.27	483	E 12 St & 3 Ave
4620	23	0	484	W 44 St & 5 Ave
4638	23	0	485	W 37 St & 5 Ave
4657	23	0	486	Broadway & W 29 St
4683	23	30.29	487	E 20 St & FDR Drive
4725	23	6.42	488	W 39 St & 9 Ave
