variable	value	label
2913	16	0.11	E 9 St & Avenue C
2914	1	24.31	E 9 St & Avenue C
2915	4	30.17	E 9 St & Avenue C
2916	0	23.56	E 9 St & Avenue C
2917	20	23.88	E 9 St & Avenue C
2918	8	0.11	E 9 St & Avenue C
2919	19	34.1	E 9 St & Avenue C
2920	23	17	E 9 St & Avenue C
2921	17	1.42	E 9 St & Avenue C
2922	14	0	E 9 St & Avenue C
2923	7	0.11	E 9 St & Avenue C
2924	6	0.44	E 9 St & Avenue C
2925	12	0	E 9 St & Avenue C
2926	21	22.37	E 9 St & Avenue C
2927	9	0	E 9 St & Avenue C
2928	10	0	E 9 St & Avenue C
2929	14	0.22	Pitt St & Stanton St
2930	3	62.96	Pitt St & Stanton St
2931	16	0.33	Pitt St & Stanton St
2932	8	12.88	Pitt St & Stanton St
2933	20	25.08	Pitt St & Stanton St
2934	15	0.55	Pitt St & Stanton St
2935	0	61.67	Pitt St & Stanton St
2936	7	26.47	Pitt St & Stanton St
2937	18	3.2	Pitt St & Stanton St
2938	19	13.16	Pitt St & Stanton St
2939	10	0	Pitt St & Stanton St
2940	17	0.55	Pitt St & Stanton St
2941	1	61.99	Pitt St & Stanton St
2942	5	60.57	Pitt St & Stanton St
2943	9	0.44	Pitt St & Stanton St
2944	21	46.27	Pitt St & Stanton St
2945	4	62.53	Pitt St & Stanton St
2946	12	0	Pitt St & Stanton St
2947	2	60.66	Pitt St & Stanton St
2948	23	58.45	Pitt St & Stanton St
2949	11	0	Pitt St & Stanton St
2950	13	0	Pitt St & Stanton St
2951	6	50.49	Pitt St & Stanton St
2952	22	53.18	Pitt St & Stanton St
2953	8	18.34	Allen St & Rivington St
2954	20	26.18	Allen St & Rivington St
2955	7	18.85	Allen St & Rivington St
2956	1	30.17	Allen St & Rivington St
2957	10	18.3	Allen St & Rivington St
2958	13	19.28	Allen St & Rivington St
2959	4	26.36	Allen St & Rivington St
2960	5	24.51	Allen St & Rivington St
2961	16	18.95	Allen St & Rivington St
2962	19	23.03	Allen St & Rivington St
2963	11	18.95	Allen St & Rivington St
2964	0	30.44	Allen St & Rivington St
2965	15	19.19	Allen St & Rivington St
2966	6	21.59	Allen St & Rivington St
2967	14	19.08	Allen St & Rivington St
2968	17	18.73	Allen St & Rivington St
2969	23	30.63	Allen St & Rivington St
2970	9	18.3	Allen St & Rivington St
2971	21	28.95	Allen St & Rivington St
2972	3	27.23	Allen St & Rivington St
2973	18	19.51	Allen St & Rivington St
2974	12	19.08	Allen St & Rivington St
2975	2	29.18	Allen St & Rivington St
2976	22	29.82	Allen St & Rivington St
2977	16	0.23	Broadway & E 22 St
2978	1	0	Broadway & E 22 St
2979	12	1.88	Broadway & E 22 St
2980	10	0.47	Broadway & E 22 St
2981	8	0	Broadway & E 22 St
2982	18	0	Broadway & E 22 St
2983	5	0.46	Broadway & E 22 St
2984	9	0	Broadway & E 22 St
2985	21	0	Broadway & E 22 St
2986	4	0.69	Broadway & E 22 St
2987	20	0	Broadway & E 22 St
2988	19	0.23	Broadway & E 22 St
2989	6	0.93	Broadway & E 22 St
2990	7	0	Broadway & E 22 St
2991	23	0.48	Broadway & E 22 St
2992	22	0.47	Broadway & E 22 St
2993	13	0.47	Broadway & E 22 St
2994	14	0.7	Broadway & E 22 St
2995	11	0.7	Broadway & E 22 St
2996	0	0.48	Broadway & E 22 St
2997	17	0.24	Broadway & E 22 St
2998	3	1.39	Broadway & E 22 St
2999	2	1.39	Broadway & E 22 St
3000	15	0	Broadway & E 22 St
3001	12	0.11	Washington St & Gansevoort St
3002	14	1.31	Washington St & Gansevoort St
3003	0	1.22	Washington St & Gansevoort St
3004	21	2.08	Washington St & Gansevoort St
3005	23	3.15	Washington St & Gansevoort St
3006	16	0.54	Washington St & Gansevoort St
3007	10	1.09	Washington St & Gansevoort St
3008	20	3.18	Washington St & Gansevoort St
3009	1	0.44	Washington St & Gansevoort St
3010	5	0.44	Washington St & Gansevoort St
3011	9	0.22	Washington St & Gansevoort St
3012	17	0.66	Washington St & Gansevoort St
3013	8	0	Washington St & Gansevoort St
3014	3	0.65	Washington St & Gansevoort St
3015	19	4.61	Washington St & Gansevoort St
3016	6	0	Washington St & Gansevoort St
3017	7	0	Washington St & Gansevoort St
3018	18	1.76	Washington St & Gansevoort St
3019	22	4.28	Washington St & Gansevoort St
3020	15	0.87	Washington St & Gansevoort St
3021	13	0.65	Washington St & Gansevoort St
3022	4	0.65	Washington St & Gansevoort St
3023	2	0.66	Washington St & Gansevoort St
3024	11	1.09	Washington St & Gansevoort St
3025	20	17.74	Market St & Cherry St
3026	10	0	Market St & Cherry St
3027	4	29.85	Market St & Cherry St
3028	5	29.52	Market St & Cherry St
3029	6	23.45	Market St & Cherry St
3030	8	0.98	Market St & Cherry St
3031	7	5.34	Market St & Cherry St
3032	0	25.78	Market St & Cherry St
3033	12	0	Market St & Cherry St
3034	2	27.43	Market St & Cherry St
3035	14	0	Market St & Cherry St
3036	1	27.62	Market St & Cherry St
3037	22	13.6	Market St & Cherry St
3038	9	0	Market St & Cherry St
3039	21	18.09	Market St & Cherry St
3040	11	0	Market St & Cherry St
3041	23	16.22	Market St & Cherry St
3042	16	0	Market St & Cherry St
3043	15	0	Market St & Cherry St
3044	17	1.1	Market St & Cherry St
3045	18	6.5	Market St & Cherry St
3046	19	15.57	Market St & Cherry St
3047	13	0	Market St & Cherry St
3048	3	29.63	Market St & Cherry St
3049	12	0	Suffolk St & Stanton St
3050	21	29.17	Suffolk St & Stanton St
3051	19	20.07	Suffolk St & Stanton St
3052	10	0	Suffolk St & Stanton St
3053	8	1.2	Suffolk St & Stanton St
3054	1	31.38	Suffolk St & Stanton St
3055	5	23.09	Suffolk St & Stanton St
3056	16	0	Suffolk St & Stanton St
3057	17	0	Suffolk St & Stanton St
3058	4	30.72	Suffolk St & Stanton St
3059	20	27.93	Suffolk St & Stanton St
3060	15	0	Suffolk St & Stanton St
3061	6	12.43	Suffolk St & Stanton St
3062	14	0	Suffolk St & Stanton St
3063	18	4.08	Suffolk St & Stanton St
3064	22	30.04	Suffolk St & Stanton St
3065	3	33.99	Suffolk St & Stanton St
3066	13	0	Suffolk St & Stanton St
3067	7	2.18	Suffolk St & Stanton St
3068	0	26.22	Suffolk St & Stanton St
3069	2	32.68	Suffolk St & Stanton St
3070	23	27.14	Suffolk St & Stanton St
3071	9	0	Suffolk St & Stanton St
3072	11	0	Suffolk St & Stanton St
3073	8	1.09	E 6 St & Avenue D
3074	21	35.96	E 6 St & Avenue D
3075	20	23	E 6 St & Avenue D
3076	6	9.38	E 6 St & Avenue D
3077	23	43.58	E 6 St & Avenue D
3078	12	0	E 6 St & Avenue D
3079	9	0.22	E 6 St & Avenue D
3080	10	0	E 6 St & Avenue D
3081	1	53.48	E 6 St & Avenue D
3082	0	49.78	E 6 St & Avenue D
3083	16	0	E 6 St & Avenue D
3084	17	0.22	E 6 St & Avenue D
3085	4	14.27	E 6 St & Avenue D
3086	3	34.1	E 6 St & Avenue D
3087	19	23.68	E 6 St & Avenue D
3088	2	56.17	E 6 St & Avenue D
3089	14	0	E 6 St & Avenue D
3090	18	4.63	E 6 St & Avenue D
3091	5	14.6	E 6 St & Avenue D
3092	15	0	E 6 St & Avenue D
3093	13	0	E 6 St & Avenue D
3094	11	0	E 6 St & Avenue D
3095	22	37.61	E 6 St & Avenue D
3096	7	6.54	E 6 St & Avenue D
3097	1	2.1	Forsyth St & Canal St
3098	21	1.75	Forsyth St & Canal St
3099	11	1.85	Forsyth St & Canal St
3100	5	3.7	Forsyth St & Canal St
3101	20	2.52	Forsyth St & Canal St
3102	2	1.53	Forsyth St & Canal St
3103	14	1.96	Forsyth St & Canal St
3104	0	2.11	Forsyth St & Canal St
3105	6	2.73	Forsyth St & Canal St
3106	9	1.2	Forsyth St & Canal St
3107	17	0.88	Forsyth St & Canal St
3108	8	3.28	Forsyth St & Canal St
3109	23	1.35	Forsyth St & Canal St
3110	12	1.74	Forsyth St & Canal St
3111	4	3.59	Forsyth St & Canal St
3112	7	4.25	Forsyth St & Canal St
3113	18	0.55	Forsyth St & Canal St
3114	19	0.77	Forsyth St & Canal St
3115	10	1.42	Forsyth St & Canal St
3116	13	0.87	Forsyth St & Canal St
3117	22	1.32	Forsyth St & Canal St
3118	16	1.74	Forsyth St & Canal St
3119	3	2.72	Forsyth St & Canal St
3120	15	1.09	Forsyth St & Canal St
3121	1	0	Pearl St & Hanover Square
3122	17	0	Pearl St & Hanover Square
3123	10	16.99	Pearl St & Hanover Square
3124	12	16.36	Pearl St & Hanover Square
3125	0	0	Pearl St & Hanover Square
3126	21	0	Pearl St & Hanover Square
3127	11	20.92	Pearl St & Hanover Square
3128	19	0	Pearl St & Hanover Square
3129	2	0	Pearl St & Hanover Square
3130	14	14.29	Pearl St & Hanover Square
3131	18	0	Pearl St & Hanover Square
3132	22	0	Pearl St & Hanover Square
3133	6	0	Pearl St & Hanover Square
3134	13	12.96	Pearl St & Hanover Square
3135	4	0	Pearl St & Hanover Square
3136	5	0	Pearl St & Hanover Square
3137	16	3.49	Pearl St & Hanover Square
3138	23	0	Pearl St & Hanover Square
3139	8	0.55	Pearl St & Hanover Square
3140	3	0	Pearl St & Hanover Square
3141	15	9.81	Pearl St & Hanover Square
3142	7	0	Pearl St & Hanover Square
3143	20	0	Pearl St & Hanover Square
3144	9	6.21	Pearl St & Hanover Square
3145	13	14.38	Barclay St & Church St
3146	14	13.96	Barclay St & Church St
3147	2	6.67	Barclay St & Church St
3148	11	20.7	Barclay St & Church St
3149	17	5.04	Barclay St & Church St
3150	16	7.3	Barclay St & Church St
3151	9	14.6	Barclay St & Church St
3152	6	3.6	Barclay St & Church St
3153	0	4.67	Barclay St & Church St
3154	4	5.23	Barclay St & Church St
3155	15	13.3	Barclay St & Church St
3156	3	5.45	Barclay St & Church St
3157	23	3.94	Barclay St & Church St
3158	19	0.55	Barclay St & Church St
3159	22	6.14	Barclay St & Church St
3160	7	4.79	Barclay St & Church St
3161	21	4.82	Barclay St & Church St
3162	18	1.98	Barclay St & Church St
3163	5	4.14	Barclay St & Church St
3164	10	17.43	Barclay St & Church St
3165	1	4.86	Barclay St & Church St
3166	20	4.16	Barclay St & Church St
3167	12	13.2	Barclay St & Church St
3168	8	11.03	Barclay St & Church St
3169	7	0	W 59 St & 10 Ave
3170	13	0	W 59 St & 10 Ave
3171	2	0	W 59 St & 10 Ave
3172	3	0	W 59 St & 10 Ave
3173	15	0	W 59 St & 10 Ave
3174	23	0	W 59 St & 10 Ave
3175	19	0	W 59 St & 10 Ave
3176	1	0	W 59 St & 10 Ave
3177	11	0	W 59 St & 10 Ave
3178	10	0	W 59 St & 10 Ave
3179	14	0.11	W 59 St & 10 Ave
3180	8	0	W 59 St & 10 Ave
3181	18	0.11	W 59 St & 10 Ave
3182	16	0	W 59 St & 10 Ave
3183	0	0	W 59 St & 10 Ave
3184	17	0	W 59 St & 10 Ave
3185	20	0	W 59 St & 10 Ave
3186	12	0	W 59 St & 10 Ave
3187	6	0	W 59 St & 10 Ave
3188	22	0	W 59 St & 10 Ave
3189	21	0	W 59 St & 10 Ave
3190	9	0	W 59 St & 10 Ave
3191	4	0	W 59 St & 10 Ave
3192	5	0	W 59 St & 10 Ave
3193	11	0	W 54 St & 9 Ave
3194	19	0	W 54 St & 9 Ave
3195	14	0.44	W 54 St & 9 Ave
3196	7	0	W 54 St & 9 Ave
3197	16	0	W 54 St & 9 Ave
3198	3	0	W 54 St & 9 Ave
3199	15	0	W 54 St & 9 Ave
3200	10	0.11	W 54 St & 9 Ave
3201	23	0	W 54 St & 9 Ave
3202	2	0	W 54 St & 9 Ave
3203	20	0	W 54 St & 9 Ave
3204	12	0	W 54 St & 9 Ave
3205	6	0	W 54 St & 9 Ave
3206	9	0	W 54 St & 9 Ave
3207	8	0	W 54 St & 9 Ave
3208	21	0.11	W 54 St & 9 Ave
3209	5	0	W 54 St & 9 Ave
3210	22	0.11	W 54 St & 9 Ave
3211	13	0.22	W 54 St & 9 Ave
3212	4	0	W 54 St & 9 Ave
3213	0	0	W 54 St & 9 Ave
3214	18	0	W 54 St & 9 Ave
3215	1	0.11	W 54 St & 9 Ave
3216	17	0	W 54 St & 9 Ave
3217	7	6.97	West St & Chambers St
3218	19	0.66	West St & Chambers St
3219	12	8.83	West St & Chambers St
3220	23	2.25	West St & Chambers St
3221	3	1.63	West St & Chambers St
3222	15	4.69	West St & Chambers St
3223	10	15.03	West St & Chambers St
3224	11	9.69	West St & Chambers St
3225	8	10.7	West St & Chambers St
3226	21	1.32	West St & Chambers St
3227	0	1.44	West St & Chambers St
3228	16	7.19	West St & Chambers St
3229	14	7.09	West St & Chambers St
3230	20	1.97	West St & Chambers St
3231	1	0.66	West St & Chambers St
3232	6	2.62	West St & Chambers St
3233	9	17.54	West St & Chambers St
3234	17	3.5	West St & Chambers St
3235	4	1.96	West St & Chambers St
3236	5	1.53	West St & Chambers St
3237	2	0.33	West St & Chambers St
3238	18	0.88	West St & Chambers St
3239	22	1.43	West St & Chambers St
3240	13	7.95	West St & Chambers St
3241	19	0	State St
3242	7	0	State St
3243	23	0	State St
3244	20	0	State St
3245	12	0.65	State St
3246	10	2.4	State St
3247	3	0	State St
3248	8	0	State St
3249	15	0.55	State St
3250	5	0	State St
3251	11	0.98	State St
3252	14	0.76	State St
3253	21	0	State St
3254	0	0	State St
3255	16	0.54	State St
3256	9	1.42	State St
3257	4	0	State St
3258	1	0	State St
3259	6	0	State St
3260	2	0	State St
3261	17	0.33	State St
3262	18	0	State St
3263	22	0	State St
3264	13	1.09	State St
3265	19	29.39	E 3 St & 1 Ave
3266	11	0	E 3 St & 1 Ave
3267	21	20.39	E 3 St & 1 Ave
3268	7	0.11	E 3 St & 1 Ave
3269	23	10.36	E 3 St & 1 Ave
3270	3	10.89	E 3 St & 1 Ave
3271	20	26.62	E 3 St & 1 Ave
3272	12	0.11	E 3 St & 1 Ave
3273	10	0.22	E 3 St & 1 Ave
3274	8	0	E 3 St & 1 Ave
3275	17	1.97	E 3 St & 1 Ave
3276	15	0.44	E 3 St & 1 Ave
3277	5	5.23	E 3 St & 1 Ave
3278	16	0.87	E 3 St & 1 Ave
3279	14	0.11	E 3 St & 1 Ave
3280	1	7.73	E 3 St & 1 Ave
3281	0	8.44	E 3 St & 1 Ave
3282	6	0.33	E 3 St & 1 Ave
3283	9	0	E 3 St & 1 Ave
3284	4	9.69	E 3 St & 1 Ave
3285	22	12.39	E 3 St & 1 Ave
3286	2	10.71	E 3 St & 1 Ave
3287	13	0.11	E 3 St & 1 Ave
3288	18	10.8	E 3 St & 1 Ave
3289	19	12.61	E 7 St & Avenue A
3290	7	11.76	E 7 St & Avenue A
3291	23	20.27	E 7 St & Avenue A
3292	11	12.2	E 7 St & Avenue A
3293	3	34.1	E 7 St & Avenue A
3294	21	13.82	E 7 St & Avenue A
3295	12	11.67	E 7 St & Avenue A
3296	16	11.11	E 7 St & Avenue A
3297	8	12.12	E 7 St & Avenue A
3298	20	13.58	E 7 St & Avenue A
3299	15	11.45	E 7 St & Avenue A
3300	10	12.09	E 7 St & Avenue A
3301	9	11.76	E 7 St & Avenue A
3302	17	11.5	E 7 St & Avenue A
3303	1	33.81	E 7 St & Avenue A
3304	5	22.22	E 7 St & Avenue A
3305	6	11.67	E 7 St & Avenue A
3306	14	11.34	E 7 St & Avenue A
3307	4	31.05	E 7 St & Avenue A
3308	0	28.22	E 7 St & Avenue A
3309	2	32.79	E 7 St & Avenue A
3310	18	29.33	E 7 St & Avenue A
3311	22	14.25	E 7 St & Avenue A
3312	13	11.44	E 7 St & Avenue A
3313	19	27.96	E 13 St & Avenue A
3314	7	0.54	E 13 St & Avenue A
3315	23	30.07	E 13 St & Avenue A
3316	3	33.01	E 13 St & Avenue A
3317	12	0.33	E 13 St & Avenue A
3318	5	20.48	E 13 St & Avenue A
3319	11	0.76	E 13 St & Avenue A
3320	8	0	E 13 St & Avenue A
3321	21	32.13	E 13 St & Avenue A
3322	0	32.89	E 13 St & Avenue A
3323	16	0.11	E 13 St & Avenue A
3324	14	0.44	E 13 St & Avenue A
3325	20	24.21	E 13 St & Avenue A
3326	15	0	E 13 St & Avenue A
3327	10	0.44	E 13 St & Avenue A
3328	9	0.11	E 13 St & Avenue A
3329	17	1.31	E 13 St & Avenue A
3330	1	32.6	E 13 St & Avenue A
3331	22	30.48	E 13 St & Avenue A
3332	6	5.23	E 13 St & Avenue A
3333	4	28.98	E 13 St & Avenue A
3334	2	37.6	E 13 St & Avenue A
3335	18	11.14	E 13 St & Avenue A
3336	13	0.54	E 13 St & Avenue A
3337	19	4.5	9 Ave & W 18 St
3338	1	1.44	9 Ave & W 18 St
3339	16	3.81	9 Ave & W 18 St
3340	8	4.04	9 Ave & W 18 St
3341	23	4.95	9 Ave & W 18 St
3342	6	0.65	9 Ave & W 18 St
3343	7	1.31	9 Ave & W 18 St
3344	20	8.11	9 Ave & W 18 St
3345	21	10.42	9 Ave & W 18 St
3346	11	20.48	9 Ave & W 18 St
3347	17	2.19	9 Ave & W 18 St
3348	22	7.89	9 Ave & W 18 St
3349	12	18.43	9 Ave & W 18 St
3350	5	0.87	9 Ave & W 18 St
3351	10	20.92	9 Ave & W 18 St
3352	4	1.31	9 Ave & W 18 St
3353	15	10.25	9 Ave & W 18 St
3354	0	3.78	9 Ave & W 18 St
3355	9	11.11	9 Ave & W 18 St
3356	3	1.31	9 Ave & W 18 St
3357	2	0.77	9 Ave & W 18 St
3358	13	17.86	9 Ave & W 18 St
3359	18	4.08	9 Ave & W 18 St
3360	14	13.96	9 Ave & W 18 St
3361	4	0	W 21 St & 6 Ave
3362	20	0.33	W 21 St & 6 Ave
3363	19	0.33	W 21 St & 6 Ave
3364	0	0	W 21 St & 6 Ave
3365	21	0	W 21 St & 6 Ave
3366	23	0	W 21 St & 6 Ave
3367	15	3.93	W 21 St & 6 Ave
3368	12	11.34	W 21 St & 6 Ave
3369	11	11.33	W 21 St & 6 Ave
3370	10	18.74	W 21 St & 6 Ave
3371	22	0	W 21 St & 6 Ave
3372	1	0	W 21 St & 6 Ave
3373	9	10.02	W 21 St & 6 Ave
3374	17	0.88	W 21 St & 6 Ave
3375	6	0.44	W 21 St & 6 Ave
3376	5	0	W 21 St & 6 Ave
3377	16	2.18	W 21 St & 6 Ave
3378	14	4.58	W 21 St & 6 Ave
3379	3	0	W 21 St & 6 Ave
3380	2	0	W 21 St & 6 Ave
3381	7	0.98	W 21 St & 6 Ave
3382	18	0.33	W 21 St & 6 Ave
3383	8	1.31	W 21 St & 6 Ave
3384	13	10.02	W 21 St & 6 Ave
3385	19	44.52	St Marks Pl & 1 Ave
3386	18	16.76	St Marks Pl & 1 Ave
3387	12	0.44	St Marks Pl & 1 Ave
3388	11	0.22	St Marks Pl & 1 Ave
3389	10	0.11	St Marks Pl & 1 Ave
3390	21	30.81	St Marks Pl & 1 Ave
3391	16	1.2	St Marks Pl & 1 Ave
3392	17	2.74	St Marks Pl & 1 Ave
3393	20	39.54	St Marks Pl & 1 Ave
3394	15	0.55	St Marks Pl & 1 Ave
3395	0	25.67	St Marks Pl & 1 Ave
3396	7	0	St Marks Pl & 1 Ave
3397	14	0.22	St Marks Pl & 1 Ave
3398	2	25.79	St Marks Pl & 1 Ave
3399	22	25.55	St Marks Pl & 1 Ave
3400	9	0	St Marks Pl & 1 Ave
3401	13	0.33	St Marks Pl & 1 Ave
3402	1	24.53	St Marks Pl & 1 Ave
3403	6	2.18	St Marks Pl & 1 Ave
3404	4	28.98	St Marks Pl & 1 Ave
3405	3	31.59	St Marks Pl & 1 Ave
3406	23	20.27	St Marks Pl & 1 Ave
3407	5	13.83	St Marks Pl & 1 Ave
3408	8	0	St Marks Pl & 1 Ave
3409	16	0	E 4 St & 2 Ave
3410	17	0.99	E 4 St & 2 Ave
3411	13	0.44	E 4 St & 2 Ave
3412	6	0.65	E 4 St & 2 Ave
3413	22	5.48	E 4 St & 2 Ave
3414	7	0.22	E 4 St & 2 Ave
3415	23	4.84	E 4 St & 2 Ave
3416	14	0	E 4 St & 2 Ave
3417	2	2.51	E 4 St & 2 Ave
3418	18	6.28	E 4 St & 2 Ave
3419	19	14.47	E 4 St & 2 Ave
3420	10	0.11	E 4 St & 2 Ave
3421	15	0	E 4 St & 2 Ave
3422	9	0.54	E 4 St & 2 Ave
3423	5	1.53	E 4 St & 2 Ave
3424	1	2.54	E 4 St & 2 Ave
3425	20	11.39	E 4 St & 2 Ave
3426	11	0	E 4 St & 2 Ave
3427	8	0.44	E 4 St & 2 Ave
3428	4	2.18	E 4 St & 2 Ave
3429	21	6.58	E 4 St & 2 Ave
3430	3	3.27	E 4 St & 2 Ave
3431	12	0.11	E 4 St & 2 Ave
3432	0	2.67	E 4 St & 2 Ave
3433	7	0.76	E 45 St & 3 Ave
3434	14	4.36	E 45 St & 3 Ave
3435	3	0	E 45 St & 3 Ave
3436	6	0.55	E 45 St & 3 Ave
3437	22	0	E 45 St & 3 Ave
3438	18	0	E 45 St & 3 Ave
3439	21	0	E 45 St & 3 Ave
3440	2	0	E 45 St & 3 Ave
3441	19	0	E 45 St & 3 Ave
3442	10	25.27	E 45 St & 3 Ave
3443	20	0	E 45 St & 3 Ave
3444	1	0	E 45 St & 3 Ave
3445	5	0	E 45 St & 3 Ave
3446	11	13.73	E 45 St & 3 Ave
3447	23	0	E 45 St & 3 Ave
3448	4	0	E 45 St & 3 Ave
3449	12	4.91	E 45 St & 3 Ave
3450	13	6.21	E 45 St & 3 Ave
3451	8	9.93	E 45 St & 3 Ave
3452	15	0.76	E 45 St & 3 Ave
3453	0	0	E 45 St & 3 Ave
3454	16	0	E 45 St & 3 Ave
3455	9	22	E 45 St & 3 Ave
3456	17	0	E 45 St & 3 Ave
3457	10	0.65	E 52 St & 2 Ave
3458	7	0.65	E 52 St & 2 Ave
3459	19	0	E 52 St & 2 Ave
3460	3	0.65	E 52 St & 2 Ave
3461	6	0.65	E 52 St & 2 Ave
3462	14	0.87	E 52 St & 2 Ave
3463	22	0	E 52 St & 2 Ave
3464	18	0	E 52 St & 2 Ave
3465	23	0	E 52 St & 2 Ave
3466	15	0.44	E 52 St & 2 Ave
3467	12	0.33	E 52 St & 2 Ave
3468	11	0.54	E 52 St & 2 Ave
3469	2	0	E 52 St & 2 Ave
3470	8	0.66	E 52 St & 2 Ave
3471	21	0	E 52 St & 2 Ave
3472	5	0.65	E 52 St & 2 Ave
3473	16	0.11	E 52 St & 2 Ave
3474	9	0.65	E 52 St & 2 Ave
3475	20	0.11	E 52 St & 2 Ave
3476	0	0	E 52 St & 2 Ave
3477	17	0	E 52 St & 2 Ave
3478	1	0	E 52 St & 2 Ave
3479	4	0.65	E 52 St & 2 Ave
3480	13	0.54	E 52 St & 2 Ave
3481	18	21.28	W 27 St & 7 Ave
3482	3	20.26	W 27 St & 7 Ave
3483	7	20.92	W 27 St & 7 Ave
3484	2	20.33	W 27 St & 7 Ave
3485	10	21.46	W 27 St & 7 Ave
3486	15	21.16	W 27 St & 7 Ave
3487	19	21.05	W 27 St & 7 Ave
3488	22	20.39	W 27 St & 7 Ave
3489	21	20.39	W 27 St & 7 Ave
3490	14	21.16	W 27 St & 7 Ave
3491	11	21.24	W 27 St & 7 Ave
3492	6	20.94	W 27 St & 7 Ave
3493	20	20.7	W 27 St & 7 Ave
3494	12	21.37	W 27 St & 7 Ave
3495	5	20.26	W 27 St & 7 Ave
3496	23	20.72	W 27 St & 7 Ave
3497	8	20.96	W 27 St & 7 Ave
3498	1	20.55	W 27 St & 7 Ave
3499	0	20.67	W 27 St & 7 Ave
3500	16	21.24	W 27 St & 7 Ave
3501	9	21.13	W 27 St & 7 Ave
3502	4	20.26	W 27 St & 7 Ave
3503	13	21.57	W 27 St & 7 Ave
3504	17	21.47	W 27 St & 7 Ave
3505	19	0	Broadway & W 24 St
3506	3	0.65	Broadway & W 24 St
3507	7	0.65	Broadway & W 24 St
3508	14	4.25	Broadway & W 24 St
3509	18	0	Broadway & W 24 St
3510	10	26.36	Broadway & W 24 St
3511	6	0.65	Broadway & W 24 St
3512	15	2.18	Broadway & W 24 St
3513	11	17.21	Broadway & W 24 St
3514	2	0.66	Broadway & W 24 St
3515	23	0.79	Broadway & W 24 St
3516	21	1.21	Broadway & W 24 St
3517	12	14.39	Broadway & W 24 St
3518	16	1.31	Broadway & W 24 St
3519	8	2.73	Broadway & W 24 St
3520	20	0.22	Broadway & W 24 St
3521	1	0.99	Broadway & W 24 St
3522	5	0.65	Broadway & W 24 St
3523	22	1.32	Broadway & W 24 St
3524	17	0	Broadway & W 24 St
3525	4	0.65	Broadway & W 24 St
3526	0	1.11	Broadway & W 24 St
3527	9	24.18	Broadway & W 24 St
3528	13	6.97	Broadway & W 24 St
3529	18	22.05	E 10 St & Avenue A
3530	7	0	E 10 St & Avenue A
3531	19	31.91	E 10 St & Avenue A
3532	3	38.67	E 10 St & Avenue A
3533	6	2.94	E 10 St & Avenue A
3534	15	0.11	E 10 St & Avenue A
3535	12	0.11	E 10 St & Avenue A
3536	2	43.39	E 10 St & Avenue A
3537	10	0.44	E 10 St & Avenue A
3538	23	34.01	E 10 St & Avenue A
3539	21	25.33	E 10 St & Avenue A
3540	11	0.54	E 10 St & Avenue A
3541	22	25.88	E 10 St & Avenue A
3542	8	0	E 10 St & Avenue A
3543	20	24.42	E 10 St & Avenue A
3544	14	0.33	E 10 St & Avenue A
3545	16	0	E 10 St & Avenue A
3546	9	0.11	E 10 St & Avenue A
3547	17	2.08	E 10 St & Avenue A
3548	0	38	E 10 St & Avenue A
3549	5	29.08	E 10 St & Avenue A
3550	1	43.2	E 10 St & Avenue A
3551	4	36.49	E 10 St & Avenue A
3552	13	0	E 10 St & Avenue A
3553	18	10.36	W 24 St & 7 Ave
3554	10	10.02	W 24 St & 7 Ave
3555	7	9.8	W 24 St & 7 Ave
3556	19	10.64	W 24 St & 7 Ave
3557	3	9.8	W 24 St & 7 Ave
3558	6	9.81	W 24 St & 7 Ave
3559	14	10.25	W 24 St & 7 Ave
3560	2	9.84	W 24 St & 7 Ave
3561	20	10.3	W 24 St & 7 Ave
3562	12	10.8	W 24 St & 7 Ave
3563	11	10.78	W 24 St & 7 Ave
3564	23	9.91	W 24 St & 7 Ave
3565	8	9.93	W 24 St & 7 Ave
3566	15	10.14	W 24 St & 7 Ave
3567	5	10.24	W 24 St & 7 Ave
3568	22	10.2	W 24 St & 7 Ave
3569	9	9.8	W 24 St & 7 Ave
3570	21	10.31	W 24 St & 7 Ave
3571	0	10	W 24 St & 7 Ave
3572	16	10.02	W 24 St & 7 Ave
3573	4	9.8	W 24 St & 7 Ave
3574	1	9.94	W 24 St & 7 Ave
3575	17	10.08	W 24 St & 7 Ave
3576	13	11.22	W 24 St & 7 Ave
3577	7	0.11	8  Ave & W 52 St
3578	19	0	8  Ave & W 52 St
3579	10	0.44	8  Ave & W 52 St
3580	15	0	8  Ave & W 52 St
3581	11	0.33	8  Ave & W 52 St
3582	3	0.65	8  Ave & W 52 St
3583	6	0.11	8  Ave & W 52 St
3584	1	0.55	8  Ave & W 52 St
3585	14	0	8  Ave & W 52 St
3586	18	0.22	8  Ave & W 52 St
3587	23	0	8  Ave & W 52 St
3588	8	0.33	8  Ave & W 52 St
3589	20	0.11	8  Ave & W 52 St
3590	16	0	8  Ave & W 52 St
3591	17	0	8  Ave & W 52 St
3592	13	0	8  Ave & W 52 St
3593	4	0.11	8  Ave & W 52 St
3594	21	0	8  Ave & W 52 St
3595	2	0.66	8  Ave & W 52 St
3596	22	0	8  Ave & W 52 St
3597	12	0.11	8  Ave & W 52 St
3598	5	0	8  Ave & W 52 St
3599	9	0.65	8  Ave & W 52 St
3600	0	0	8  Ave & W 52 St
